"method"	"path"	"declaring_service"	"source_file"	"annotation_line"	"signature_end_line"	"classification"	"confidence"
"DELETE"	"v1/hides"	"com.grindrapp.android.profile.data.datasource.api.service.HiddenProfilesRestService"	"sources/com/grindrapp/android/profile/data/datasource/api/service/HiddenProfilesRestService.java"	"24"	"25"	"first-party/Grindr"	"high"
"DELETE"	"v1/hides/{profileId}"	"com.grindrapp.android.profile.data.datasource.api.service.HiddenProfilesRestService"	"sources/com/grindrapp/android/profile/data/datasource/api/service/HiddenProfilesRestService.java"	"27"	"28"	"first-party/Grindr"	"high"
"POST"	"/v1/ratings/ack"	"com.grindrapp.android.rating.data.api.RatingBannerService"	"sources/com/grindrapp/android/rating/data/api/RatingBannerService.java"	"13"	"14"	"first-party/Grindr"	"high"
"POST"	"v1/reddot/{type}"	"com.grindrapp.android.reddot.data.api.RedDotRestService"	"sources/com/grindrapp/android/reddot/data/api/RedDotRestService.java"	"16"	"17"	"first-party/Grindr"	"high"
"GET"	"v1/reddot"	"com.grindrapp.android.reddot.data.api.RedDotRestService"	"sources/com/grindrapp/android/reddot/data/api/RedDotRestService.java"	"19"	"20"	"first-party/Grindr"	"high"
"POST"	"/v1/rightnow/requests"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"35"	"36"	"first-party/Grindr"	"high"
"POST"	"/v3/rightnow/posts"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"38"	"39"	"first-party/Grindr"	"high"
"POST"	"/v4/rightnow/posts"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"41"	"42"	"first-party/Grindr"	"high"
"GET"	"/v3/rightnow/active-post"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"44"	"45"	"first-party/Grindr"	"high"
"GET"	"/v3/rightnow/profiles/{profileId}"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"47"	"48"	"first-party/Grindr"	"high"
"GET"	"/{version}/rightnow/feed"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"50"	"51"	"first-party/Grindr"	"high"
"GET"	"/v1/rightnow/googleplay/sku"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"53"	"54"	"first-party/Grindr"	"high"
"GET"	"/v1/rightnow/requests/inbox"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"56"	"57"	"first-party/Grindr"	"high"
"GET"	"/v1/entitlements"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"59"	"60"	"first-party/Grindr"	"high"
"GET"	"/v1/rightnow/requests/outbox"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"62"	"63"	"first-party/Grindr"	"high"
"PATCH"	"/{version}/rightnow/posts/{postId}"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"65"	"66"	"first-party/Grindr"	"high"
"PATCH"	"/v1/rightnow/posts/{postId}/settings"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"68"	"69"	"first-party/Grindr"	"high"
"PUT"	"/v1/rightnow/requests/{requestId}"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"71"	"72"	"first-party/Grindr"	"high"
"POST"	"/v1/media/upload"	"com.grindrapp.android.rightnow.data.datasource.api.service.RightNowRestService"	"sources/com/grindrapp/android/rightnow/data/datasource/api/service/RightNowRestService.java"	"74"	"75"	"first-party/Grindr"	"high"
"GET"	"v1/seasonal-events"	"com.grindrapp.android.seasonalbranding.data.remote.SeasonalBrandingApiService"	"sources/com/grindrapp/android/seasonalbranding/data/remote/SeasonalBrandingApiService.java"	"16"	"17"	"first-party/Grindr"	"high"
"PUT"	"v1/seasonal-events/features/preferences"	"com.grindrapp.android.seasonalbranding.data.remote.SeasonalBrandingApiService"	"sources/com/grindrapp/android/seasonalbranding/data/remote/SeasonalBrandingApiService.java"	"19"	"20"	"first-party/Grindr"	"high"
"GET"	"v3/store/googleplay/products/store"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"33"	"34"	"first-party/Grindr"	"high"
"GET"	"v1/store/googleplay/products/profile_drawer"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"36"	"37"	"first-party/Grindr"	"high"
"POST"	"v1/consumables/attribution/tokens"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"39"	"40"	"first-party/Grindr"	"high"
"GET"	"v2/store/googleplay/products/{oneStopShopCategory}"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"42"	"43"	"first-party/Grindr"	"high"
"POST"	"v1/store/attribution/tokens"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"45"	"46"	"first-party/Grindr"	"high"
"GET"	"v1/shop/googleplay/products-with-details/{oneStopShopCategory}"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"48"	"49"	"first-party/Grindr"	"high"
"GET"	"v1/shop/googleplay/products/{oneStopShopCategory}"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"51"	"52"	"first-party/Grindr"	"high"
"POST"	"v3.1/store/googleplay/purchases"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"54"	"55"	"first-party/Grindr"	"high"
"POST"	"v3.1/store/googleplay/purchases/restorations"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"57"	"58"	"first-party/Grindr"	"high"
"POST"	"/v1/store/googleplay/consumables/purchases"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"60"	"61"	"first-party/Grindr"	"high"
"POST"	"/v1/store/googleplay/subscriptions/purchases"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"63"	"64"	"first-party/Grindr"	"high"
"POST"	"v1/store/googleplay/subscriptions/restorations"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"66"	"67"	"first-party/Grindr"	"high"
"GET"	"v3/me/subscriptions"	"com.grindrapp.android.store.data.remote.StoreApiRestService"	"sources/com/grindrapp/android/store/data/remote/StoreApiRestService.java"	"69"	"70"	"first-party/Grindr"	"high"
"GET"	"/v1/store-and-profile"	"com.grindrapp.android.storeandprofile.data.remote.StoreAndProfileApiService"	"sources/com/grindrapp/android/storeandprofile/data/remote/StoreAndProfileApiService.java"	"13"	"14"	"first-party/Grindr"	"high"
"GET"	"v1/similar-profiles"	"com.grindrapp.android.suggestedprofiles.data.api.SuggestedProfilesService"	"sources/com/grindrapp/android/suggestedprofiles/data/api/SuggestedProfilesService.java"	"14"	"15"	"first-party/Grindr"	"high"
"GET"	"/v5/profile-tags/translations"	"com.grindrapp.android.tagsearch.TagSearchRestService"	"sources/com/grindrapp/android/tagsearch/TagSearchRestService.java"	"20"	"21"	"first-party/Grindr"	"high"
"GET"	"/v1/tags"	"com.grindrapp.android.tagsearch.TagSearchRestService"	"sources/com/grindrapp/android/tagsearch/TagSearchRestService.java"	"23"	"24"	"first-party/Grindr"	"high"
"PUT"	"/v4/profile-tags/suggestions"	"com.grindrapp.android.tagsearch.TagSearchRestService"	"sources/com/grindrapp/android/tagsearch/TagSearchRestService.java"	"26"	"27"	"first-party/Grindr"	"high"
"DELETE"	"v1/interactions/taps/received/{senderId}"	"com.grindrapp.android.taps.api.TapRestService"	"sources/com/grindrapp/android/taps/api/TapRestService.java"	"21"	"22"	"first-party/Grindr"	"high"
"GET"	"v1/interactions/taps/sent"	"com.grindrapp.android.taps.api.TapRestService"	"sources/com/grindrapp/android/taps/api/TapRestService.java"	"24"	"25"	"first-party/Grindr"	"high"
"GET"	"v2/taps/received"	"com.grindrapp.android.taps.api.TapRestService"	"sources/com/grindrapp/android/taps/api/TapRestService.java"	"27"	"28"	"first-party/Grindr"	"high"
"POST"	"v2/taps/add"	"com.grindrapp.android.taps.api.TapRestService"	"sources/com/grindrapp/android/taps/api/TapRestService.java"	"30"	"31"	"first-party/Grindr"	"high"
"POST"	"/v1/agreements/ban"	"com.grindrapp.android.timedbans.data.datasource.remote.api.TimedBansApiService"	"sources/com/grindrapp/android/timedbans/data/datasource/remote/api/TimedBansApiService.java"	"15"	"16"	"first-party/Grindr"	"high"
"GET"	"/v1/toppicks/entitlements/messaging/{profileId}"	"com.grindrapp.android.toppicks.data.datasource.api.TopPicksApiService"	"sources/com/grindrapp/android/toppicks/data/datasource/api/TopPicksApiService.java"	"17"	"18"	"first-party/Grindr"	"high"
"POST"	"/v1/toppicks/entitlements/messaging/{profileId}"	"com.grindrapp.android.toppicks.data.datasource.api.TopPicksApiService"	"sources/com/grindrapp/android/toppicks/data/datasource/api/TopPicksApiService.java"	"20"	"21"	"first-party/Grindr"	"high"
"PUT"	"/v1/toppicks/passed/{passedProfileId}"	"com.grindrapp.android.toppicks.data.datasource.api.TopPicksApiService"	"sources/com/grindrapp/android/toppicks/data/datasource/api/TopPicksApiService.java"	"23"	"24"	"first-party/Grindr"	"high"
"POST"	"/v1/decision-appeal"	"com.grindrapp.android.trustvendor.data.datasource.remote.api.TrustVendorApiService"	"sources/com/grindrapp/android/trustvendor/data/datasource/remote/api/TrustVendorApiService.java"	"17"	"18"	"first-party/Grindr"	"high"
"GET"	"/v1/decision-appeal"	"com.grindrapp.android.trustvendor.data.datasource.remote.api.TrustVendorApiService"	"sources/com/grindrapp/android/trustvendor/data/datasource/remote/api/TrustVendorApiService.java"	"20"	"21"	"first-party/Grindr"	"high"
"GET"	"v7/views/list"	"com.grindrapp.android.viewedme.ViewedMeService"	"sources/com/grindrapp/android/viewedme/ViewedMeService.java"	"15"	"16"	"first-party/Grindr"	"high"
"GET"	"v6/views/eyeball"	"com.grindrapp.android.viewedme.ViewedMeService"	"sources/com/grindrapp/android/viewedme/ViewedMeService.java"	"18"	"19"	"first-party/Grindr"	"high"
"GET"	"v3/vip-profiles"	"com.grindrapp.android.vip.data.service.VipService"	"sources/com/grindrapp/android/vip/data/service/VipService.java"	"16"	"17"	"first-party/Grindr"	"high"
"PUT"	"/v1/vip/passed/{passedProfileId}"	"com.grindrapp.android.vip.data.service.VipService"	"sources/com/grindrapp/android/vip/data/service/VipService.java"	"19"	"20"	"first-party/Grindr"	"high"
